Customer_Name,Address,Bill_ID,Billing_Month,Area,Feeder_Type,Loadshedding_Hours_Per_Day,Units_Billed_kWh,Units_Consumed_kWh,Bill_Amount_PKR,Bill_Payment_Status,Electricity_Theft_Suspected
Rashid Bhurgri,"House #402, Mohalla #25, University Colony Nawabshah",KE-UCN-202409-0104,2024-09,University Colony Nawabshah,Urban Residential Feeder,6.2,131.0,135.7,4040,Paid,No
Naveed Qureshi,"House #370, Lane #12, Farsi Bagh Nawabshah",KE-FBN-202512-0180,2025-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.9,122.9,127.7,4160,Paid,No
Hina Junejo,"House #257, Street #40, Manwabad Nawabshah",KE-MWN-202407-0092,2024-07,Manwabad Nawabshah,Semi-Urban Feeder,10.3,63.1,63.0,2160,Paid,No
Arslan Mahar,"House #413, Lane #14, University Colony Nawabshah",KE-UCN-202412-0117,2024-12,University Colony Nawabshah,Urban Residential Feeder,1.2,81.1,79.0,2670,Paid,No
Hina Abbasi,"House #428, Mohalla #25, University Colony Nawabshah",KE-UCN-202512-0177,2025-12,University Colony Nawabshah,Urban Residential Feeder,3.8,131.5,128.4,4280,Paid,No
Sumaira Memon,"House #392, Mohalla #39, Manwabad Nawabshah",KE-MWN-202406-0090,2024-06,Manwabad Nawabshah,Semi-Urban Feeder,6.8,85.1,146.8,2430,Partially Paid,Yes
Kashif Abbasi,"House #225, Mohalla #42, Society Colony Nawabshah",KE-SCN-202506-0147,2025-06,Society Colony Nawabshah,Urban Residential Feeder,4.0,102.7,101.4,3360,Paid,No
Nadia Shah,"House #164, Gali #4, Gareebabad Nawabshah",KE-GBN-202502-0126,2025-02,Gareebabad Nawabshah,Low-Income Residential Feeder,6.6,65.6,64.3,1880,Paid,No
Faisal Chandio,"House #257, Street #24, Isharpura Nawabshah",KE-ISN-202505-0144,2025-05,Isharpura Nawabshah,Rural Feeder,12.4,37.8,37.3,1170,Unpaid,No
Hina Mahar,"House #243, Lane #21, Isharpura Nawabshah",KE-ISN-202504-0136,2025-04,Isharpura Nawabshah,Rural Feeder,8.5,54.9,78.2,1790,Unpaid,Yes
Maryam Jamali,"House #11, Gali #14, Society Colony Nawabshah",KE-SCN-202302-0009,2023-02,Society Colony Nawabshah,Urban Residential Feeder,2.9,151.6,150.2,4470,Paid,No
Shazia Sethar,"House #135, Chowk #47, University Colony Nawabshah",KE-UCN-202312-0060,2023-12,University Colony Nawabshah,Urban Residential Feeder,3.0,101.5,103.7,3550,Unpaid,No
Asad Panhwar,"House #237, Road #39, University Colony Nawabshah",KE-UCN-202410-0108,2024-10,University Colony Nawabshah,Urban Residential Feeder,4.0,93.7,92.2,2980,Paid,No
Adnan Ali,"House #354, Mohalla #18, Society Colony Nawabshah",KE-SCN-202501-0124,2025-01,Society Colony Nawabshah,Urban Residential Feeder,3.8,99.5,101.7,3180,Paid,No
Muhammad Sethar,"House #194, Road #6, Society Colony Nawabshah",KE-SCN-202403-0073,2024-03,Society Colony Nawabshah,Urban Residential Feeder,4.5,128.3,128.8,3970,Paid,No
Robina Rind,"House #121, Street #13, Society Colony Nawabshah",KE-SCN-202410-0106,2024-10,Society Colony Nawabshah,Urban Residential Feeder,3.6,82.1,85.4,2540,Unpaid,No
Nida Bijarani,"House #78, Gali #27, Manwabad Nawabshah",KE-MWN-202301-0003,2023-01,Manwabad Nawabshah,Semi-Urban Feeder,5.1,79.4,120.0,2720,Unpaid,Yes
Nasir Jatoi,"House #255, Chowk #37, Farsi Bagh Nawabshah",KE-FBN-202311-0051,2023-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,124.0,129.9,4030,Paid,No
Naveed Ansari,"House #124, Lane #42, University Colony Nawabshah",KE-UCN-202501-0122,2025-01,University Colony Nawabshah,Urban Residential Feeder,3.3,122.1,126.0,4100,Paid,No
Maryam Jamali,"House #357, Gali #1, Gareebabad Nawabshah",KE-GBN-202311-0054,2023-11,Gareebabad Nawabshah,Low-Income Residential Feeder,5.6,51.7,53.3,1720,Paid,No
Rabia Solangi,"House #2, Street #10, Manwabad Nawabshah",KE-MWN-202512-0176,2025-12,Manwabad Nawabshah,Semi-Urban Feeder,4.9,101.7,158.9,2890,Unpaid,Yes
Muhammad Abbasi,"House #125, Mohalla #47, Society Colony Nawabshah",KE-SCN-202409-0103,2024-09,Society Colony Nawabshah,Urban Residential Feeder,2.1,111.4,114.2,3230,Paid,No
Aamir Panhwar,"House #66, Mohalla #6, Society Colony Nawabshah",KE-SCN-202405-0081,2024-05,Society Colony Nawabshah,Urban Residential Feeder,3.9,88.5,90.0,3070,Paid,No
Asad Chachar,"House #362, Road #22, Manwabad Nawabshah",KE-MWN-202506-0148,2025-06,Manwabad Nawabshah,Semi-Urban Feeder,8.2,38.1,37.3,1300,Partially Paid,No
Sara Chandio,"House #325, Chowk #28, Society Colony Nawabshah",KE-SCN-202305-0022,2023-05,Society Colony Nawabshah,Urban Residential Feeder,6.2,111.5,109.4,3370,Paid,No
Hina Bijarani,"House #182, Chowk #1, Gareebabad Nawabshah",KE-GBN-202310-0047,2023-10,Gareebabad Nawabshah,Low-Income Residential Feeder,7.5,39.9,60.8,1230,Unpaid,Yes
Zeeshan Baloch,"House #295, Chowk #43, University Colony Nawabshah",KE-UCN-202501-0121,2025-01,University Colony Nawabshah,Urban Residential Feeder,1.4,92.0,89.8,3200,Paid,No
Imran Soomro,"House #84, Lane #4, Gareebabad Nawabshah",KE-GBN-202301-0002,2023-01,Gareebabad Nawabshah,Low-Income Residential Feeder,6.5,40.6,39.9,1200,Paid,No
Robina Memon,"House #233, Block #8, Isharpura Nawabshah",KE-ISN-202307-0031,2023-07,Isharpura Nawabshah,Rural Feeder,14,55.2,57.7,1810,Paid,No
Nasir Qureshi,"House #273, Gali #6, Gareebabad Nawabshah",KE-GBN-202509-0164,2025-09,Gareebabad Nawabshah,Low-Income Residential Feeder,8.7,57.7,58.3,1990,Unpaid,No
Maryam Junejo,"House #420, Street #1, University Colony Nawabshah",KE-UCN-202302-0007,2023-02,University Colony Nawabshah,Urban Residential Feeder,3.4,133.8,133.1,4590,Paid,No
Iqra Ansari,"House #100, Mohalla #49, Manwabad Nawabshah",KE-MWN-202511-0172,2025-11,Manwabad Nawabshah,Semi-Urban Feeder,5.8,94.4,99.1,2820,Paid,No
Rashid Junejo,"House #233, Gali #31, Gareebabad Nawabshah",KE-GBN-202306-0026,2023-06,Gareebabad Nawabshah,Low-Income Residential Feeder,13.9,70.2,71.8,1970,Partially Paid,No
Shahzad Marri,"House #209, Road #4, Gareebabad Nawabshah",KE-GBN-202504-0137,2025-04,Gareebabad Nawabshah,Low-Income Residential Feeder,9.9,72.7,108.0,2060,Paid,Yes
Shazia Sethar,"House #403, Mohalla #23, Gareebabad Nawabshah",KE-GBN-202401-0064,2024-01,Gareebabad Nawabshah,Low-Income Residential Feeder,6.6,53.7,56.0,1820,Unpaid,No
Danish Bijarani,"House #430, Gali #13, University Colony Nawabshah",KE-UCN-202309-0044,2023-09,University Colony Nawabshah,Urban Residential Feeder,4.0,77.9,76.2,2700,Paid,No
Robina Panhwar,"House #390, Street #14, Society Colony Nawabshah",KE-SCN-202508-0158,2025-08,Society Colony Nawabshah,Urban Residential Feeder,6.1,144.1,150.9,4470,Paid,No
Iqra Jamali,"House #282, Gali #23, Gareebabad Nawabshah",KE-GBN-202305-0021,2023-05,Gareebabad Nawabshah,Low-Income Residential Feeder,12.8,45.1,60.2,1300,Partially Paid,Yes
Rashid Panhwar,"House #344, Gali #20, University Colony Nawabshah",KE-UCN-202311-0053,2023-11,University Colony Nawabshah,Urban Residential Feeder,3.2,88.8,170.2,2950,Paid,Yes
Rukhsana Bhutto,"House #216, Lane #9, Isharpura Nawabshah",KE-ISN-202304-0016,2023-04,Isharpura Nawabshah,Rural Feeder,7.6,64.8,67.6,1830,Partially Paid,No
Bushra Larik,"House #55, Lane #3, Gareebabad Nawabshah",KE-GBN-202308-0040,2023-08,Gareebabad Nawabshah,Low-Income Residential Feeder,11.3,46.5,45.9,1440,Unpaid,No
Zeeshan Chachar,"House #323, Block #34, Isharpura Nawabshah",KE-ISN-202502-0127,2025-02,Isharpura Nawabshah,Rural Feeder,6.2,35.4,34.5,1130,Paid,No
Hamza Bhutto,"House #178, Lane #45, University Colony Nawabshah",KE-UCN-202403-0072,2024-03,University Colony Nawabshah,Urban Residential Feeder,3.0,130.8,129.6,4470,Paid,No
Rukhsana Rajput,"House #214, Lane #41, Gareebabad Nawabshah",KE-GBN-202311-0052,2023-11,Gareebabad Nawabshah,Low-Income Residential Feeder,6.8,46.5,48.8,1590,Unpaid,No
Bushra Memon,"House #209, Lane #27, Isharpura Nawabshah",KE-ISN-202511-0172,2025-11,Isharpura Nawabshah,Rural Feeder,8.1,30.0,50.9,1020,Unpaid,Yes
Danish Sethar,"House #4, Mohalla #32, Isharpura Nawabshah",KE-ISN-202410-0110,2024-10,Isharpura Nawabshah,Rural Feeder,8.9,63.9,62.7,1840,Unpaid,No
Hina Ansari,"House #272, Mohalla #2, University Colony Nawabshah",KE-UCN-202306-0026,2023-06,University Colony Nawabshah,Urban Residential Feeder,6.6,74.2,72.0,2290,Paid,No
Ghulam Sethar,"House #133, Gali #48, Farsi Bagh Nawabshah",KE-FBN-202408-0097,2024-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.3,182.2,381.0,5490,Paid,Yes
Noman Bhurgri,"House #70, Road #32, Society Colony Nawabshah",KE-SCN-202403-0072,2024-03,Society Colony Nawabshah,Urban Residential Feeder,3.5,86.1,88.1,2910,Partially Paid,No
Shoaib Khaskheli,"House #419, Lane #15, Isharpura Nawabshah",KE-ISN-202311-0054,2023-11,Isharpura Nawabshah,Rural Feeder,8.4,55.6,57.0,1820,Partially Paid,No
Fatima Chachar,"House #291, Road #14, Gareebabad Nawabshah",KE-GBN-202509-0162,2025-09,Gareebabad Nawabshah,Low-Income Residential Feeder,9.5,29.4,30.8,940,Unpaid,No
Sumaira Khan,"House #85, Lane #27, University Colony Nawabshah",KE-UCN-202506-0148,2025-06,University Colony Nawabshah,Urban Residential Feeder,4.5,131.9,138.4,3760,Paid,No
Noman Jatoi,"House #378, Mohalla #40, Society Colony Nawabshah",KE-SCN-202509-0163,2025-09,Society Colony Nawabshah,Urban Residential Feeder,2.9,132.6,138.1,4410,Paid,No
Imran Memon,"House #98, Mohalla #18, Manwabad Nawabshah",KE-MWN-202512-0179,2025-12,Manwabad Nawabshah,Semi-Urban Feeder,3.3,79.4,82.3,2770,Paid,No
Sikandar Pathan,"House #249, Chowk #5, Farsi Bagh Nawabshah",KE-FBN-202510-0169,2025-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.3,153.8,159.5,4490,Paid,No
Bilal Memon,"House #47, Lane #14, Farsi Bagh Nawabshah",KE-FBN-202509-0161,2025-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.9,92.8,96.5,2650,Paid,No
Ayesha Jamali,"House #185, Chowk #41, Manwabad Nawabshah",KE-MWN-202312-0060,2023-12,Manwabad Nawabshah,Semi-Urban Feeder,4.3,83.3,85.9,2490,Partially Paid,No
Ghulam Sethar,"House #373, Street #33, Farsi Bagh Nawabshah",KE-FBN-202404-0076,2024-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.0,87.4,91.0,2830,Paid,No
Ayesha Chachar,"House #58, Road #16, University Colony Nawabshah",KE-UCN-202404-0080,2024-04,University Colony Nawabshah,Urban Residential Feeder,4.8,92.8,96.0,2620,Paid,No
Amna Ansari,"House #298, Lane #4, Gareebabad Nawabshah",KE-GBN-202504-0139,2025-04,Gareebabad Nawabshah,Low-Income Residential Feeder,7.6,48.6,50.1,1460,Paid,No
Danish Marri,"House #410, Road #27, Gareebabad Nawabshah",KE-GBN-202503-0132,2025-03,Gareebabad Nawabshah,Low-Income Residential Feeder,8.7,65.7,64.6,2090,Paid,No
Noman Soomro,"House #90, Lane #7, Manwabad Nawabshah",KE-MWN-202411-0112,2024-11,Manwabad Nawabshah,Semi-Urban Feeder,5.5,73.2,74.3,2130,Paid,No
Kashif Bhurgri,"House #163, Mohalla #37, Manwabad Nawabshah",KE-MWN-202409-0102,2024-09,Manwabad Nawabshah,Semi-Urban Feeder,8.9,99.5,104.4,3000,Paid,No
Rabia Ali,"House #419, Chowk #44, Isharpura Nawabshah",KE-ISN-202407-0095,2024-07,Isharpura Nawabshah,Rural Feeder,13.8,43.7,68.7,1370,Paid,Yes
Haris Pathan,"House #383, Lane #30, Gareebabad Nawabshah",KE-GBN-202505-0141,2025-05,Gareebabad Nawabshah,Low-Income Residential Feeder,8.0,36.2,35.8,1170,Paid,No
Salman Mahar,"House #66, Gali #18, Isharpura Nawabshah",KE-ISN-202307-0034,2023-07,Isharpura Nawabshah,Rural Feeder,12.0,61.3,60.4,1990,Unpaid,No
Sadia Ali,"House #238, Street #22, Isharpura Nawabshah",KE-ISN-202408-0099,2024-08,Isharpura Nawabshah,Rural Feeder,14,35.0,34.6,1040,Unpaid,No
Tariq Chandio,"House #331, Road #8, Gareebabad Nawabshah",KE-GBN-202512-0180,2025-12,Gareebabad Nawabshah,Low-Income Residential Feeder,5.3,67.1,68.0,2020,Paid,No
Sana Bhurgri,"House #364, Gali #29, Gareebabad Nawabshah",KE-GBN-202406-0087,2024-06,Gareebabad Nawabshah,Low-Income Residential Feeder,13.6,29.2,30.5,1010,Paid,No
Sohail Memon,"House #409, Gali #19, Gareebabad Nawabshah",KE-GBN-202505-0145,2025-05,Gareebabad Nawabshah,Low-Income Residential Feeder,11.7,39.3,39.3,1370,Paid,No
Aamir Qureshi,"House #348, Gali #16, Isharpura Nawabshah",KE-ISN-202304-0019,2023-04,Isharpura Nawabshah,Rural Feeder,7.7,28.1,28.0,830,Unpaid,No
Farhan Jatoi,"House #285, Lane #30, Gareebabad Nawabshah",KE-GBN-202508-0160,2025-08,Gareebabad Nawabshah,Low-Income Residential Feeder,10.3,45.4,44.1,1410,Paid,No
Fahad Chachar,"House #305, Gali #22, Manwabad Nawabshah",KE-MWN-202403-0073,2024-03,Manwabad Nawabshah,Semi-Urban Feeder,4.9,60.8,93.8,1850,Paid,Yes
Noman Rind,"House #371, Road #50, Gareebabad Nawabshah",KE-GBN-202402-0068,2024-02,Gareebabad Nawabshah,Low-Income Residential Feeder,7.6,56.1,55.5,1720,Partially Paid,No
Farah Bhutto,"House #35, Gali #7, Gareebabad Nawabshah",KE-GBN-202305-0022,2023-05,Gareebabad Nawabshah,Low-Income Residential Feeder,11.5,39.7,41.1,1370,Paid,No
Fahad Bijarani,"House #182, Mohalla #22, Manwabad Nawabshah",KE-MWN-202507-0155,2025-07,Manwabad Nawabshah,Semi-Urban Feeder,7.7,73.6,76.4,2560,Paid,No
Adnan Chandio,"House #20, Road #15, Gareebabad Nawabshah",KE-GBN-202411-0111,2024-11,Gareebabad Nawabshah,Low-Income Residential Feeder,7.8,62.3,113.9,2060,Partially Paid,Yes
Sara Soomro,"House #227, Street #25, Gareebabad Nawabshah",KE-GBN-202511-0171,2025-11,Gareebabad Nawabshah,Low-Income Residential Feeder,7.3,38.7,56.1,1260,Partially Paid,Yes
Noman Siddiqui,"House #380, Road #8, Manwabad Nawabshah",KE-MWN-202510-0166,2025-10,Manwabad Nawabshah,Semi-Urban Feeder,6.2,92.4,93.8,2690,Paid,No
Yasmin Memon,"House #351, Lane #18, Isharpura Nawabshah",KE-ISN-202512-0176,2025-12,Isharpura Nawabshah,Rural Feeder,7.0,61.8,63.9,1780,Unpaid,No
Arslan Jatoi,"House #332, Lane #50, Farsi Bagh Nawabshah",KE-FBN-202504-0140,2025-04,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.1,95.1,94.2,2970,Paid,No
Sadia Ali,"House #123, Mohalla #9, University Colony Nawabshah",KE-UCN-202510-0170,2025-10,University Colony Nawabshah,Urban Residential Feeder,5.0,81.2,79.0,2400,Partially Paid,No
Shazia Khan,"House #224, Lane #14, Manwabad Nawabshah",KE-MWN-202402-0070,2024-02,Manwabad Nawabshah,Semi-Urban Feeder,5.8,85.8,181.2,2420,Partially Paid,Yes
Faisal Mahar,"House #64, Street #11, Isharpura Nawabshah",KE-ISN-202302-0010,2023-02,Isharpura Nawabshah,Rural Feeder,7.3,47.9,47.6,1440,Paid,No
Naila Bijarani,"House #4, Block #41, Manwabad Nawabshah",KE-MWN-202302-0006,2023-02,Manwabad Nawabshah,Semi-Urban Feeder,3.4,98.7,95.9,2980,Paid,No
Maryam Soomro,"House #273, Gali #3, Manwabad Nawabshah",KE-MWN-202303-0015,2023-03,Manwabad Nawabshah,Semi-Urban Feeder,4.2,77.3,78.1,2360,Paid,No
Rizwan Abbasi,"House #69, Block #2, Gareebabad Nawabshah",KE-GBN-202303-0011,2023-03,Gareebabad Nawabshah,Low-Income Residential Feeder,6.7,53.3,53.4,1660,Partially Paid,No
Nasir Mahar,"House #282, Mohalla #49, Manwabad Nawabshah",KE-MWN-202305-0025,2023-05,Manwabad Nawabshah,Semi-Urban Feeder,9.4,65.6,68.3,1960,Unpaid,No
Shoaib Chachar,"House #336, Block #22, Farsi Bagh Nawabshah",KE-FBN-202509-0164,2025-09,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.9,78.7,79.6,2420,Paid,No
Sumaira Chandio,"House #418, Chowk #16, University Colony Nawabshah",KE-UCN-202507-0151,2025-07,University Colony Nawabshah,Urban Residential Feeder,5.5,113.1,112.8,3270,Paid,No
Naila Qureshi,"House #106, Mohalla #36, University Colony Nawabshah",KE-UCN-202307-0031,2023-07,University Colony Nawabshah,Urban Residential Feeder,5.6,145.0,144.6,4750,Paid,No
Umer Rind,"House #297, Gali #18, Farsi Bagh Nawabshah",KE-FBN-202411-0111,2024-11,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.7,156.4,155.0,5460,Paid,No
Fahad Chandio,"House #289, Gali #35, Manwabad Nawabshah",KE-MWN-202312-0056,2023-12,Manwabad Nawabshah,Semi-Urban Feeder,2.9,59.2,57.7,1980,Unpaid,No
Nadia Shah,"House #214, Mohalla #45, University Colony Nawabshah",KE-UCN-202304-0018,2023-04,University Colony Nawabshah,Urban Residential Feeder,5.8,141.1,147.7,4630,Partially Paid,No
Sobia Rajput,"House #261, Chowk #2, Gareebabad Nawabshah",KE-GBN-202311-0051,2023-11,Gareebabad Nawabshah,Low-Income Residential Feeder,6.3,63.3,65.4,1900,Paid,No
Uzma Siddiqui,"House #71, Chowk #19, University Colony Nawabshah",KE-UCN-202308-0037,2023-08,University Colony Nawabshah,Urban Residential Feeder,6.5,152.7,155.9,4300,Partially Paid,No
Saba Siddiqui,"House #31, Road #15, Farsi Bagh Nawabshah",KE-FBN-202405-0084,2024-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.6,169.8,172.6,5400,Paid,No
Salman Rind,"House #67, Lane #42, Manwabad Nawabshah",KE-MWN-202403-0072,2024-03,Manwabad Nawabshah,Semi-Urban Feeder,7.4,34.9,34.0,1220,Paid,No
Abdul Mahar,"House #91, Block #33, Isharpura Nawabshah",KE-ISN-202306-0029,2023-06,Isharpura Nawabshah,Rural Feeder,12.5,49.3,48.6,1470,Paid,No
Sara Solangi,"House #356, Road #16, Farsi Bagh Nawabshah",KE-FBN-202408-0099,2024-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.9,146.3,146.4,4740,Unpaid,No
Noman Solangi,"House #122, Lane #44, Farsi Bagh Nawabshah",KE-FBN-202308-0036,2023-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.9,75.6,73.7,2280,Paid,No
Shoaib Bhutto,"House #219, Gali #12, Manwabad Nawabshah",KE-MWN-202501-0125,2025-01,Manwabad Nawabshah,Semi-Urban Feeder,5.1,71.5,72.4,2290,Partially Paid,No
Naila Bhutto,"House #328, Road #19, Society Colony Nawabshah",KE-SCN-202301-0004,2023-01,Society Colony Nawabshah,Urban Residential Feeder,1.1,95.3,93.1,3290,Paid,No
Farhan Qureshi,"House #424, Gali #14, Isharpura Nawabshah",KE-ISN-202509-0163,2025-09,Isharpura Nawabshah,Rural Feeder,13.9,55.7,55.2,1850,Unpaid,No
Bushra Ansari,"House #124, Chowk #12, University Colony Nawabshah",KE-UCN-202410-0109,2024-10,University Colony Nawabshah,Urban Residential Feeder,3.2,127.2,221.5,4430,Paid,Yes
Robina Pathan,"House #264, Chowk #23, Isharpura Nawabshah",KE-ISN-202407-0094,2024-07,Isharpura Nawabshah,Rural Feeder,13.6,31.5,44.0,1060,Unpaid,Yes
Arslan Chachar,"House #389, Chowk #15, Isharpura Nawabshah",KE-ISN-202510-0169,2025-10,Isharpura Nawabshah,Rural Feeder,8.3,52.0,52.8,1530,Partially Paid,No
Muhammad Sheikh,"House #430, Block #25, University Colony Nawabshah",KE-UCN-202409-0105,2024-09,University Colony Nawabshah,Urban Residential Feeder,3.7,127.8,124.9,4320,Partially Paid,No
Hina Bijarani,"House #85, Mohalla #4, Farsi Bagh Nawabshah",KE-FBN-202408-0096,2024-08,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.8,79.3,79.9,2310,Paid,No
Fahad Qureshi,"House #134, Block #40, Farsi Bagh Nawabshah",KE-FBN-202310-0047,2023-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,2.0,103.8,105.5,3550,Paid,No
Fahad Ansari,"House #354, Chowk #8, Gareebabad Nawabshah",KE-GBN-202507-0153,2025-07,Gareebabad Nawabshah,Low-Income Residential Feeder,10.3,64.2,65.0,2190,Unpaid,No
Tariq Ali,"House #124, Lane #24, Manwabad Nawabshah",KE-MWN-202302-0007,2023-02,Manwabad Nawabshah,Semi-Urban Feeder,5.8,40.0,41.2,1360,Paid,No
Sana Marri,"House #447, Lane #15, Gareebabad Nawabshah",KE-GBN-202305-0024,2023-05,Gareebabad Nawabshah,Low-Income Residential Feeder,7.8,50.9,51.8,1610,Unpaid,No
Fatima Bijarani,"House #442, Road #44, Gareebabad Nawabshah",KE-GBN-202510-0170,2025-10,Gareebabad Nawabshah,Low-Income Residential Feeder,7.3,48.1,50.2,1560,Partially Paid,No
Muhammad Solangi,"House #143, Block #22, University Colony Nawabshah",KE-UCN-202411-0111,2024-11,University Colony Nawabshah,Urban Residential Feeder,1.9,132.0,129.2,4070,Partially Paid,No
Abdul Memon,"House #204, Lane #33, Gareebabad Nawabshah",KE-GBN-202408-0099,2024-08,Gareebabad Nawabshah,Low-Income Residential Feeder,10.7,63.8,66.2,1810,Paid,No
Fatima Ansari,"House #327, Mohalla #25, Manwabad Nawabshah",KE-MWN-202409-0101,2024-09,Manwabad Nawabshah,Semi-Urban Feeder,7.1,56.6,59.4,1790,Partially Paid,No
Usman Memon,"House #425, Lane #12, Farsi Bagh Nawabshah",KE-FBN-202307-0033,2023-07,Farsi Bagh Nawabshah,Urban Commercial Feeder,4.4,82.4,86.2,2520,Paid,No
Rukhsana Sethar,"House #411, Street #22, Gareebabad Nawabshah",KE-GBN-202508-0158,2025-08,Gareebabad Nawabshah,Low-Income Residential Feeder,10.2,43.1,60.4,1350,Paid,Yes
Sobia Rind,"House #59, Lane #25, Manwabad Nawabshah",KE-MWN-202502-0128,2025-02,Manwabad Nawabshah,Semi-Urban Feeder,5.6,49.2,48.4,1540,Unpaid,No
Maryam Junejo,"House #139, Chowk #18, Manwabad Nawabshah",KE-MWN-202402-0068,2024-02,Manwabad Nawabshah,Semi-Urban Feeder,3.7,79.5,78.3,2230,Partially Paid,No
Uzma Khaskheli,"House #12, Street #26, Society Colony Nawabshah",KE-SCN-202503-0133,2025-03,Society Colony Nawabshah,Urban Residential Feeder,2.3,97.8,98.5,3140,Paid,No
Hamza Jamali,"House #253, Lane #38, Society Colony Nawabshah",KE-SCN-202307-0033,2023-07,Society Colony Nawabshah,Urban Residential Feeder,3.0,116.1,117.5,3770,Paid,No
Saba Malik,"House #195, Mohalla #31, Isharpura Nawabshah",KE-ISN-202407-0092,2024-07,Isharpura Nawabshah,Rural Feeder,14,27.4,56.4,880,Paid,Yes
Kashif Siddiqui,"House #359, Gali #31, Farsi Bagh Nawabshah",KE-FBN-202503-0133,2025-03,Farsi Bagh Nawabshah,Urban Commercial Feeder,3.5,136.4,138.5,4020,Paid,No
Sara Sheikh,"House #370, Gali #30, Gareebabad Nawabshah",KE-GBN-202501-0123,2025-01,Gareebabad Nawabshah,Low-Income Residential Feeder,5.0,58.3,57.7,1650,Paid,No
Muhammad Chandio,"House #227, Gali #37, University Colony Nawabshah",KE-UCN-202310-0049,2023-10,University Colony Nawabshah,Urban Residential Feeder,3.2,67.8,68.6,1980,Paid,No
Farah Solangi,"House #384, Street #26, Isharpura Nawabshah",KE-ISN-202410-0106,2024-10,Isharpura Nawabshah,Rural Feeder,9.0,58.9,83.6,1690,Paid,Yes
Nadia Bijarani,"House #287, Chowk #11, University Colony Nawabshah",KE-UCN-202305-0022,2023-05,University Colony Nawabshah,Urban Residential Feeder,5.2,76.0,74.0,2220,Partially Paid,No
Umer Qureshi,"House #204, Mohalla #5, Farsi Bagh Nawabshah",KE-FBN-202401-0062,2024-01,Farsi Bagh Nawabshah,Urban Commercial Feeder,0.7,149.8,150.2,4630,Partially Paid,No
Hina Soomro,"House #210, Lane #50, Society Colony Nawabshah",KE-SCN-202508-0159,2025-08,Society Colony Nawabshah,Urban Residential Feeder,6.6,125.5,129.5,4290,Paid,No
Naila Shah,"House #366, Block #44, Gareebabad Nawabshah",KE-GBN-202310-0048,2023-10,Gareebabad Nawabshah,Low-Income Residential Feeder,7.6,51.7,51.4,1540,Paid,No
Faisal Rind,"House #176, Lane #29, Gareebabad Nawabshah",KE-GBN-202403-0075,2024-03,Gareebabad Nawabshah,Low-Income Residential Feeder,8.2,60.4,62.2,1990,Paid,No
Yasir Shah,"House #163, Block #29, University Colony Nawabshah",KE-UCN-202310-0048,2023-10,University Colony Nawabshah,Urban Residential Feeder,3.6,74.9,75.0,2330,Paid,No
Sikandar Junejo,"House #288, Chowk #19, Farsi Bagh Nawabshah",KE-FBN-202310-0049,2023-10,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.7,80.8,80.2,2800,Paid,No
Saleem Khaskheli,"House #79, Road #34, Farsi Bagh Nawabshah",KE-FBN-202312-0059,2023-12,Farsi Bagh Nawabshah,Urban Commercial Feeder,1.2,139.0,138.5,4810,Paid,No
Farhan Bhurgri,"House #290, Lane #3, Manwabad Nawabshah",KE-MWN-202401-0061,2024-01,Manwabad Nawabshah,Semi-Urban Feeder,3.8,36.9,38.5,1200,Unpaid,No
Usman Baloch,"House #318, Block #16, University Colony Nawabshah",KE-UCN-202501-0125,2025-01,University Colony Nawabshah,Urban Residential Feeder,2.9,131.7,174.9,4420,Paid,Yes
Aliya Qureshi,"House #251, Road #10, Farsi Bagh Nawabshah",KE-FBN-202305-0021,2023-05,Farsi Bagh Nawabshah,Urban Commercial Feeder,5.3,175.4,172.9,5180,Paid,No
Hamza Rind,"House #430, Street #49, Gareebabad Nawabshah",KE-GBN-202512-0178,2025-12,Gareebabad Nawabshah,Low-Income Residential Feeder,7.0,46.5,47.8,1360,Paid,No
Fatima Marri,"House #179, Chowk #31, Manwabad Nawabshah",KE-MWN-202501-0124,2025-01,Manwabad Nawabshah,Semi-Urban Feeder,3.7,78.1,76.2,2670,Partially Paid,No
Tariq Baloch,"House #39, Lane #40, Gareebabad Nawabshah",KE-GBN-202505-0142,2025-05,Gareebabad Nawabshah,Low-Income Residential Feeder,12.7,66.9,66.9,2000,Unpaid,No
Bilal Sheikh,"House #393, Mohalla #27, University Colony Nawabshah",KE-UCN-202403-0074,2024-03,University Colony Nawabshah,Urban Residential Feeder,3.4,106.9,111.2,3400,Unpaid,No
